BW,Min,P_Min,Max,P_Max,Avg,P_Avg,Samples,,,,,,,
4870,4.272,7.9384,4.334,8.0037,4.2919,7.966668991843,10,,,,,,,
4875,4.282,7.9395,4.344,8.0064,4.311,7.969703991843,6,,,,,,,
4880,4.272,7.9395,4.348,8.007,4.30561538462,7.968862325176,13,,,,,,,
4885,4.273,7.9418,4.358,8.0072,4.31063636364,7.969729358143,11,,,,,,,
4890,4.28,7.9417,4.349,8.0068,4.30927272727,7.968729358143,11,,,,,,,
4895,4.281,7.9408,4.318,8.0068,4.297875,7.96845593157,8,,,,,,,
4900,4.285,7.941,4.352,8.0097,4.31476923077,7.970612876014,13,,,,,,,
4905,4.282,7.9398,4.343,8.0086,4.30872727273,7.969410952937,11,,,,,,,
4910,4.27,7.939,4.353,8.0103,4.31216666667,7.969001862028,12,,,,,,,
4915,4.287,7.9404,4.338,8.01,4.30472727273,7.968610195361,11,,,,,,,
4920,4.283,7.939,4.361,8.0069,4.32225,7.967317468088,8,,,,,,,
4925,4.282,7.938,4.35,8.0057,4.30258333333,7.965505801421,12,,,,,,,
4930,4.295,7.9371,4.35,8.0066,4.31428571429,7.965822468088,7,,,,,,,
4935,4.272,7.9348,4.354,8.0064,4.30063636364,7.965313896659,11,,,,,,,
4940,4.271,7.9349,4.349,8.006,4.30653846154,7.965528038073,13,,,,,,,
4945,4.283,7.9354,4.347,8.0069,4.31944444444,7.966729747475,9,,,,,,,
4950,4.273,7.9345,4.341,8.0063,4.30275,7.965496414142,8,,,,,,,
4955,4.274,7.9356,4.36,8.0031,4.30463636364,7.964821414142,11,,,,,,,
4960,4.284,7.9354,4.35,8.0023,4.30825,7.965867777778,8,,,,,,,
4965,4.273,7.9341,4.307,8.002,4.2918,7.965642777778,5,,,,,,,
4970,4.273,7.9349,4.349,8.0063,4.30413333333,7.967255634921,15,,,,,,,
4975,4.273,7.9374,4.359,8.0064,4.30575,7.969117301588,12,,,,,,,
4980,4.272,7.9378,4.348,8.0052,4.3092,7.969619224665,15,,,,,,,
4985,4.273,7.9378,4.35,8.0056,4.30277777778,7.969049224665,9,,,,,,,
4990,4.276,7.9378,4.358,8.0051,4.31855555556,7.968571446887,9,,,,,,,
4995,4.274,7.9382,4.341,8.0037,4.30711111111,7.968080177045,9,,,,,,,
5000,4.284,7.9383,4.309,8.005,4.296,7.969169065934,3,,,,,,,
5005,4.272,7.9387,4.352,8.0088,4.3151,7.970909065934,10,,,,,,,
5010,4.271,7.9392,4.347,8.0093,4.306,7.970175989011,14,,,,,,,
5015,4.281,7.9397,4.35,8.0106,4.30792857143,7.969499065934,14,,,,,,,
5020,4.298,7.9393,4.35,8.0097,4.32275,7.969466208791,8,,,,,,,
5025,4.277,7.9384,4.347,8.0101,4.31076923077,7.970303708791,13,,,,,,,
5030,4.272,7.9385,4.352,8.0116,4.3035,7.971001785714,12,,,,,,,
5035,4.273,7.9391,4.345,8.0125,4.298,7.972228708791,12,,,,,,,
5040,4.28,7.9405,4.344,8.0116,4.31364285714,7.973228708791,14,,,,,,,
5045,4.275,7.9406,4.354,8.012,4.318,7.972745673077,4,,,,,,,
5050,4.288,7.9411,4.347,8.0118,4.3134,7.972405673077,10,,,,,,,
5055,4.277,7.9398,4.357,8.0132,4.30776923077,7.972251387363,13,,,,,,,
5060,4.276,7.9407,4.36,8.0132,4.29923076923,7.972561964286,13,,,,,,,
5065,4.277,7.9409,4.341,8.013,4.3076,7.973508118132,10,,,,,,,
5070,4.289,7.9414,4.354,8.0138,4.331125,7.973778118132,8,,,,,,,
5075,4.278,7.9402,4.362,8.0146,4.31775,7.972044189561,12,,,,,,,
5080,4.278,7.9401,4.361,8.0138,4.31576923077,7.972199189561,13,,,,,,,
5085,4.287,7.9404,4.336,8.0091,4.308,7.970567721029,9,,,,,,,
5090,4.281,7.9418,4.348,8.011,4.3088125,7.972353435315,16,,,,,,,
5095,4.28,7.9437,4.352,8.0117,4.3146,7.974955518648,10,,,,,,,
5100,4.275,7.9433,4.361,8.0111,4.31185714286,7.974826287879,14,,,,,,,
5105,4.286,7.9435,4.357,8.0111,4.310875,7.974990573593,8,,,,,,,
5110,4.278,7.9429,4.358,8.0109,4.30869230769,7.974903073593,13,,,,,,,
5115,4.282,7.9428,4.349,8.0111,4.3103,7.974747176157,10,,,,,,,
5120,4.277,7.9457,4.362,8.0102,4.31378571429,7.975717176157,14,,,,,,,
5125,4.277,7.9468,4.354,8.0097,4.3193,7.976411938061,10,,,,,,,
5130,4.281,7.9469,4.314,8.0092,4.29945454545,7.975474245753,11,,,,,,,
5135,4.301,7.9479,4.355,8.0133,4.32585714286,7.977383336663,7,,,,,,,
5140,4.3,7.9456,4.355,8.0129,4.33483333333,7.975753177933,6,,,,,,,
5145,4.276,7.9433,4.346,8.013,4.31330769231,7.9724948446,13,,,,,,,
5150,4.277,7.9442,4.361,8.0137,4.3135,7.972139075369,8,,,,,,,
5155,4.28,7.9444,4.355,8.0129,4.31,7.971783193016,12,,,,,,,
5160,4.277,7.9443,4.36,8.0125,4.30713333333,7.971829859683,15,,,,,,,
5165,4.311,7.9443,4.34,8.0116,4.32,7.97301652635,5,,,,,,,
5170,4.288,7.9414,4.357,8.0121,4.32073333333,7.972102240636,15,,,,,,,
5175,4.278,7.9415,4.349,8.0106,4.30992307692,7.971928907303,13,,,,,,,
5180,4.291,7.9412,4.355,8.0107,4.31854545455,7.971861599611,11,,,,,,,
5185,4.278,7.9407,4.351,8.0118,4.30955555556,7.97176090031,9,,,,,,,
5190,4.277,7.9407,4.356,8.0087,4.30225,7.97119105904,16,,,,,,,
5195,4.285,7.9407,4.353,8.0045,4.30975,7.97112855904,8,,,,,,,
5200,4.279,7.9405,4.353,8.0062,4.30994117647,7.971580831767,17,,,,,,,
5205,4.279,7.9427,4.351,8.0057,4.31046666667,7.972572428406,15,,,,,,,
5210,4.277,7.9431,4.351,8.0044,4.319,7.971943408798,10,,,,,,,
5215,4.282,7.9438,4.345,8.0053,4.31085714286,7.971418408798,7,,,,,,,
5220,4.289,7.9435,4.342,8.0071,4.319,7.972153747144,5,,,,,,,
5225,4.275,7.9426,4.35,8.0084,4.30925,7.971566247144,12,,,,,,,
5230,4.286,7.9461,4.366,8.0093,4.31753846154,7.973024580477,13,,,,,,,
5235,4.278,7.9463,4.32,8.008,4.30385714286,7.972970734323,7,,,,,,,
5240,4.277,7.9465,4.314,8.0132,4.301625,7.973775929128,8,,,,,,,
5245,4.283,7.9472,4.37,8.0183,4.31427272727,7.975900095795,11,,,,,,,
5250,4.301,7.9482,4.348,8.0175,4.31985714286,7.976461711957,14,,,,,,,
5255,4.283,7.9461,4.338,8.0188,4.30417647059,7.974494179489,17,,,,,,,
5260,4.284,7.9465,4.36,8.0179,4.31375,7.97477653243,12,,,,,,,
5265,4.279,7.9476,4.363,8.017,4.31821052632,7.975112643541,19,,,,,,,
5270,4.28,7.948,4.355,8.0173,4.313125,7.975624924242,16,,,,,,,
5275,4.31,7.948,4.359,8.0183,4.32383333333,7.976012424242,6,,,,,,,
5280,4.288,7.9452,4.353,8.0175,4.317,7.975456363636,14,,,,,,,
5285,4.28,7.9449,4.372,8.0192,4.31190909091,7.976306363636,11,,,,,,,
5290,4.284,7.9449,4.365,8.0164,4.32286666667,7.975342727272,15,,,,,,,
5295,4.293,7.9452,4.362,8.0152,4.31988888889,7.974686060605,9,,,,,,,
5300,4.28,7.9439,4.361,8.0158,4.30018181818,7.973288838383,11,,,,,,,
5305,4.287,7.9439,4.329,8.015,4.307,7.974070656565,9,,,,,,,
5310,4.295,7.943,4.351,8.0171,4.31711111111,7.974000656565,9,,,,,,,
5315,4.283,7.9428,4.366,8.0185,4.32333333333,7.974208295454,6,,,,,,,
5320,4.28,7.9431,4.365,8.0191,4.317,7.972914962121,7,,,,,,,
5325,4.282,7.9442,4.351,8.0181,4.31827272727,7.972451325757,11,,,,,,,
5330,4.285,7.9441,4.37,8.018,4.3255,7.97168655303,16,,,,,,,
5335,4.28,7.9435,4.344,8.0175,4.30227272727,7.971914330808,11,,,,,,,
5340,4.287,7.945,4.353,8.0193,4.3163,7.974124558081,10,,,,,,,
5345,4.28,7.9457,4.368,8.0201,4.30591666667,7.974894558081,12,,,,,,,
5350,4.28,7.9461,4.353,8.0184,4.308,7.975302891414,8,,,,,,,
5355,4.278,7.9475,4.35,8.0187,4.3063,7.976712891414,10,,,,,,,
5360,4.293,7.9477,4.365,8.0198,4.3191875,7.976757891414,16,,,,,,,
5365,4.286,7.9488,4.372,8.0193,4.3104,7.977929141414,10,,,,,,,
5370,4.291,7.9494,4.355,8.0188,4.31236363636,7.979069141414,11,,,,,,,
5375,4.281,7.9496,4.35,8.0192,4.310625,7.980332777778,8,,,,,,,
5380,4.279,7.9495,4.365,8.0203,4.32777777778,7.981761944445,9,,,,,,,
5385,4.295,7.9499,4.362,8.0161,4.324375,7.979102348485,8,,,,,,,
5390,4.294,7.9492,4.361,8.0159,4.324,7.978729848485,11,,,,,,,
5395,4.284,7.9479,4.351,8.016,4.31,7.9775452331,5,,,,,,,
5400,4.294,7.9478,4.356,8.0161,4.3221,7.9787077331,10,,,,,,,
5405,4.28,7.9467,4.361,8.0162,4.30675,7.978352278555,12,,,,,,,
5410,4.304,7.9473,4.36,8.0138,4.3309,7.979193945222,10,,,,,,,
5415,4.292,7.9456,4.367,8.0108,4.3218,7.976289659508,15,,,,,,,
5420,4.293,7.9449,4.359,8.0114,4.325,7.976249659508,8,,,,,,,
5425,4.28,7.9448,4.361,8.0126,4.32491666667,7.976359183318,12,,,,,,,
5430,4.283,7.9463,4.323,8.0133,4.30118181818,7.977392516651,11,,,,,,,
5435,4.288,7.9488,4.36,8.0178,4.32065,7.980974334833,20,,,,,,,
5440,4.281,7.9488,4.362,8.0185,4.31215384615,7.980359334833,13,,,,,,,
5445,4.283,7.9493,4.352,8.0183,4.321625,7.980710616885,8,,,,,,,
5450,4.283,7.9497,4.357,8.0188,4.31854545455,7.980594270731,11,,,,,,,
5455,4.286,7.9499,4.337,8.0204,4.31516666667,7.981132032968,6,,,,,,,
5460,4.287,7.9498,4.33,8.019,4.30185714286,7.980893144079,7,,,,,,,
5465,4.285,7.9496,4.373,8.0209,4.3214,7.982127429793,20,,,,,,,
5470,4.292,7.9498,4.371,8.0195,4.3260952381,7.982167429793,21,,,,,,,
5475,4.295,7.9502,4.368,8.0178,4.33525,7.981357905983,8,,,,,,,
5480,4.308,7.9493,4.368,8.0167,4.337,7.978516239316,7,,,,,,,
5485,4.288,7.947,4.367,8.0157,4.3145,7.976298057498,10,,,,,,,
5490,4.286,7.9469,4.36,8.0159,4.31566666667,7.977460557498,12,,,,,,,
5495,4.287,7.9482,4.357,8.0171,4.32046153846,7.979516113053,13,,,,,,,
5500,4.285,7.9483,4.373,8.0186,4.32392307692,7.979798530636,13,,,,,,,
5505,4.285,7.9486,4.323,8.0162,4.31277777778,7.979786222944,9,,,,,,,
5510,4.285,7.9488,4.349,8.0215,4.3142,7.980664695166,5,,,,,,,
5515,4.287,7.9497,4.359,8.0226,4.3218,7.981424695166,10,,,,,,,
5520,4.296,7.9502,4.354,8.0226,4.318,7.982301838023,9,,,,,,,
5525,4.286,7.9492,4.357,8.0222,4.30683333333,7.98174350469,6,,,,,,,
5530,4.285,7.9493,4.358,8.022,4.31481818182,7.982105625902,11,,,,,,,
5535,4.287,7.9496,4.369,8.0223,4.326125,7.982490474387,8,,,,,,,
5540,4.299,7.9496,4.372,8.0205,4.33622222222,7.98187130772,9,,,,,,,
5545,4.288,7.9484,4.372,8.0198,4.32328571429,7.980475752165,14,,,,,,,
5550,4.288,7.948,4.349,8.0198,4.3238,7.980580514069,10,,,,,,,
5555,4.287,7.9487,4.376,8.0199,4.3215625,7.979692180736,16,,,,,,,
5560,4.294,7.9487,4.36,8.0194,4.3218,7.978613708514,10,,,,,,,
5565,4.292,7.9479,4.359,8.0205,4.33057142857,7.979042799423,7,,,,,,,
5570,4.286,7.9478,4.35,8.0214,4.31241666667,7.977994352218,12,,,,,,,
5575,4.287,7.9483,4.355,8.0228,4.31045454545,7.979086018884,11,,,,,,,
5580,4.288,7.9483,4.361,8.0243,4.31866666667,7.980617487416,6,,,,,,,
5585,4.287,7.9484,4.351,8.0249,4.31993333333,7.981042487416,15,,,,,,,
5590,4.287,7.9484,4.365,8.0273,4.32226666667,7.981659154083,15,,,,,,,
5595,4.284,7.9483,4.372,8.0274,4.32433333333,7.981621376305,9,,,,,,,
5600,4.295,7.9486,4.35,8.025,4.31491666667,7.979778952063,12,,,,,,,
5605,4.287,7.9484,4.371,8.0263,4.31077777778,7.979899785396,9,,,,,,,
5610,4.286,7.9486,4.371,8.0254,4.32609090909,7.980713674285,11,,,,,,,
5615,4.291,7.9488,4.368,8.0232,4.32008695652,7.980144583376,23,,,,,,,
5620,4.291,7.9486,4.364,8.0233,4.32333333333,7.981052554391,12,,,,,,,
5625,4.287,7.948,4.37,8.0239,4.32576923077,7.980694221058,13,,,,,,,
5630,4.289,7.9481,4.367,8.0241,4.32291666667,7.980427824297,12,,,,,,,
5635,4.287,7.9478,4.375,8.0237,4.3261,7.97993615763,10,,,,,,,
5640,4.286,7.9479,4.366,8.0228,4.32188888889,7.979533849938,9,,,,,,,
5645,4.287,7.948,4.348,8.0221,4.30590909091,7.980314191818,11,,,,,,,
5650,4.293,7.9482,4.363,8.0221,4.316125,7.981337568441,16,,,,,,,
5655,4.289,7.9481,4.362,8.0223,4.31891666667,7.982075068441,12,,,,,,,
5660,4.288,7.9483,4.349,8.0224,4.3204,7.982054830345,5,,,,,,,
5665,4.289,7.9492,4.369,8.0232,4.32916666667,7.982234830345,12,,,,,,,
5670,4.285,7.9494,4.37,8.024,4.31975,7.981184830345,16,,,,,,,
5675,4.288,7.9524,4.372,8.0218,4.32310526316,7.982189830345,19,,,,,,,
5680,4.286,7.9529,4.363,8.0207,4.318,7.981685970696,13,,,,,,,
5685,4.288,7.9545,4.366,8.0215,4.32207692308,7.983422334332,13,,,,,,,
5690,4.287,7.9549,4.359,8.0215,4.32969230769,7.983764642024,13,,,,,,,
5695,4.289,7.9577,4.348,8.0213,4.31614285714,7.983766839826,7,,,,,,,
5700,4.292,7.9579,4.365,8.0244,4.3235,7.985112554112,8,,,,,,,
5705,4.291,7.9582,4.363,8.0235,4.31871428571,7.984629220779,7,,,,,,,
5710,4.297,7.9584,4.357,8.0228,4.3222,7.984966883117,15,,,,,,,
5715,4.291,7.958,4.377,8.0244,4.31866666667,7.984904025974,15,,,,,,,
5720,4.315,7.9585,4.348,8.0203,4.3298,7.984399859307,5,,,,,,,
5725,4.293,7.9562,4.361,8.0232,4.31806666667,7.983019859307,15,,,,,,,
5730,4.302,7.9566,4.371,8.0235,4.33536363636,7.984136269563,11,,,,,,,
5735,4.292,7.9569,4.366,8.0236,4.3255,7.984066572594,14,,,,,,,
5740,4.315,7.9595,4.357,8.0245,4.32971428571,7.984507481685,7,,,,,,,
5745,4.291,7.9574,4.379,8.0256,4.3296,7.985077719781,5,,,,,,,
5750,4.295,7.9573,4.356,8.0254,4.31866666667,7.984902335166,9,,,,,,,
5755,4.293,7.9571,4.356,8.0267,4.32209090909,7.985935668499,11,,,,,,,
5760,4.293,7.957,4.373,8.029,4.32157142857,7.986282133146,14,,,,,,,
5765,4.296,7.9579,4.336,8.0254,4.313625,7.986524990289,8,,,,,,,
5770,4.292,7.9575,4.377,8.028,4.316,7.988240268067,9,,,,,,,
5775,4.297,7.9576,4.364,8.0262,4.32923076923,7.988317191144,13,,,,,,,
5780,4.305,7.9571,4.372,8.0269,4.33466666667,7.988285023312,9,,,,,,,
5785,4.318,7.9561,4.375,8.0277,4.32990909091,7.987901689978,11,,,,,,,
5790,4.294,7.9534,4.368,8.0276,4.33541666667,7.987056235432,12,,,,,,,
5795,4.29,7.9536,4.377,8.0287,4.32784615385,7.986828854479,13,,,,,,,
5800,4.293,7.9543,4.369,8.0262,4.329,7.986758524808,13,,,,,,,
5805,4.292,7.9541,4.379,8.0264,4.32555555556,7.985925191475,9,,,,,,,
5810,4.302,7.9554,4.337,8.0253,4.324,7.985669635919,9,,,,,,,
5815,4.292,7.9558,4.362,8.0283,4.33077777778,7.986842363192,9,,,,,,,
5820,4.293,7.9563,4.359,8.0295,4.31676923077,7.988706252081,13,,,,,,,
5825,4.292,7.9562,4.371,8.031,4.32890909091,7.989306252081,11,,,,,,,
5830,4.295,7.9564,4.38,8.0319,4.33083333333,7.989658200133,12,,,,,,,
5835,4.291,7.9563,4.374,8.0324,4.32145454545,7.989066533467,11,,,,,,,
5840,4.296,7.9571,4.379,8.0334,4.33314285714,7.989962745589,14,,,,,,,
5845,4.297,7.9572,4.352,8.0321,4.32714285714,7.988792904319,7,,,,,,,
5850,4.291,7.9567,4.371,8.033,4.32066666667,7.988483881763,12,,,,,,,
5855,4.305,7.9575,4.368,8.0321,4.323,7.988970548429,6,,,,,,,
5860,4.306,7.9566,4.367,8.0317,4.33572727273,7.989899119858,11,,,,,,,
5865,4.297,7.9554,4.374,8.0324,4.34941666667,7.989251392585,12,,,,,,,
5870,4.292,7.9552,4.374,8.031,4.32276923077,7.987393059251,13,,,,,,,
5875,4.294,7.955,4.38,8.031,4.33242857143,7.987926136174,14,,,,,,,
5880,4.294,7.9553,4.385,8.0309,4.32491666667,7.988505501253,12,,,,,,,
5885,4.299,7.9549,4.384,8.0302,4.33041666667,7.989313834586,12,,,,,,,
5890,4.297,7.9542,4.366,8.0293,4.32144444444,7.988708531555,9,,,,,,,
5895,4.292,7.954,4.361,8.0305,4.32405263158,7.990451587111,19,,,,,,,
5900,4.299,7.954,4.362,8.0291,4.32553333333,7.990021323953,15,,,,,,,
5905,4.296,7.9546,4.364,8.03,4.33228571429,7.990851323953,14,,,,,,,
5910,4.294,7.9541,4.374,8.0315,4.32925,7.990585252524,16,,,,,,,
5915,4.295,7.9546,4.36,8.0303,4.33083333333,7.990138030302,12,,,,,,,
5920,4.29,7.9572,4.374,8.0299,4.3281,7.990468982683,10,,,,,,,
5925,4.297,7.9589,4.379,8.0309,4.33822222222,7.992178982683,18,,,,,,,
5930,4.29,7.9598,4.378,8.0308,4.333,7.992606760461,16,,,,,,,
5935,4.292,7.9606,4.375,8.031,4.32436363636,7.992140093794,11,,,,,,,
5940,4.295,7.9615,4.378,8.0299,4.338875,7.992890396825,8,,,,,,,
5945,4.292,7.9618,4.347,8.0284,4.31975,7.991022896825,12,,,,,,,
5950,4.305,7.9624,4.371,8.0309,4.33383333333,7.992037896825,6,,,,,,,
5955,4.291,7.9626,4.379,8.0305,4.329625,7.993537896825,16,,,,,,,
5960,4.299,7.9632,4.362,8.0306,4.32477777778,7.995203968254,9,,,,,,,
5965,4.321,7.9632,4.356,8.0323,4.33414285714,7.997018498168,7,,,,,,,
5970,4.307,7.9614,4.384,8.0347,4.3452,7.996627289377,10,,,,,,,
5975,4.306,7.9606,4.378,8.0329,4.3425,7.994452743922,8,,,,,,,
5980,4.298,7.9601,4.38,8.0326,4.32833333333,7.993385096863,9,,,,,,,
5985,4.301,7.96,4.364,8.0324,4.33186666667,7.994162289846,15,,,,,,,
5990,4.298,7.9599,4.363,8.0331,4.3202,7.994291007794,5,,,,,,,
5995,4.298,7.9598,4.372,8.0349,4.3299,7.995871007794,10,,,,,,,
6000,4.307,7.96,4.367,8.0356,4.34883333333,7.996703230016,6,,,,,,,
6005,4.297,7.9601,4.38,8.0363,4.34628571429,7.996083533047,14,,,,,,,
6010,4.299,7.9608,4.379,8.0364,4.34292307692,7.99494726931,13,,,,,,,
6015,4.303,7.9605,4.38,8.037,4.33023076923,7.993894961618,13,,,,,,,
6020,4.299,7.9605,4.366,8.0368,4.32345454545,7.994333423157,11,,,,,,,
6025,4.301,7.9602,4.375,8.0366,4.33182352941,7.994321301945,17,,,,,,,
6030,4.297,7.9608,4.378,8.0369,4.33610526316,7.994584403549,19,,,,,,,
6035,4.3,7.9623,4.371,8.033,4.33315384615,7.993382210566,13,,,,,,,
6040,4.297,7.9628,4.381,8.0323,4.336,7.993266825951,13,,,,,,,
6045,4.3,7.9634,4.379,8.0301,4.33822222222,7.991916825951,9,,,,,,,
6050,4.308,7.9645,4.374,8.0297,4.34263636364,7.991764603729,11,,,,,,,
6055,4.304,7.9636,4.381,8.0287,4.33492307692,7.990277890442,13,,,,,,,
6060,4.296,7.9638,4.385,8.0286,4.3324,7.991328439893,10,,,,,,,
6065,4.303,7.9639,4.378,8.0276,4.33461538462,7.991834593739,13,,,,,,,
6070,4.296,7.9649,4.364,8.0289,4.32333333333,7.992401626706,9,,,,,,,
6075,4.307,7.9651,4.378,8.0316,4.33445454545,7.994206754911,11,,,,,,,
6080,4.312,7.9646,4.339,8.0292,4.32408333333,7.993361300366,12,,,,,,,
6085,4.305,7.9644,4.364,8.0329,4.332,7.994708522589,3,,,,,,,
6090,4.303,7.9635,4.359,8.0348,4.3225,7.994237094018,14,,,,,,,
6095,4.311,7.9631,4.375,8.0365,4.3367,7.995097094018,10,,,,,,,
6100,4.299,7.963,4.364,8.0367,4.32776923077,7.99488863248,13,,,,,,,
6105,4.306,7.9627,4.38,8.0376,4.34542857143,7.995042478634,14,,,,,,,
6110,4.297,7.962,4.375,8.0328,4.33746153846,7.991539621491,13,,,,,,,
6115,4.313,7.9624,4.391,8.0324,4.34028571429,7.991126800978,7,,,,,,,
6120,4.298,7.9608,4.391,8.0313,4.34138461538,7.992634593185,13,,,,,,,
6125,4.302,7.9609,4.354,8.0302,4.326,7.991246131647,10,,,,,,,
6130,4.31,7.9611,4.376,8.0327,4.33755555556,7.992000677102,9,,,,,,,
6135,4.296,7.96,4.383,8.0281,4.32728571429,7.989378454879,7,,,,,,,
6140,4.299,7.9606,4.376,8.0237,4.3311,7.989216550117,10,,,,,,,
6145,4.31,7.9605,4.377,8.0207,4.33461538462,7.987977978688,13,,,,,,,
6150,4.296,7.9593,4.373,8.0214,4.32930769231,7.986796440226,13,,,,,,,
6155,4.299,7.9595,4.332,8.0212,4.3104,7.987090670995,5,,,,,,,
6160,4.301,7.9594,4.371,8.0267,4.33333333333,7.990410670995,9,,,,,,,
6165,4.297,7.9591,4.38,8.0267,4.35536363636,7.989959690603,11,,,,,,,
6170,4.299,7.9594,4.38,8.0262,4.3275,7.9882566603,10,,,,,,,
6175,4.304,7.9598,4.379,8.0256,4.33354545455,7.989417771411,11,,,,,,,
6180,4.299,7.9595,4.33,8.0258,4.31133333333,7.990304892623,3,,,,,,,
6185,4.302,7.9593,4.339,8.0316,4.32566666667,7.992833097752,6,,,,,,,
6190,4.298,7.959,4.346,8.0361,4.31871428571,7.992816431085,7,,,,,,,
6195,4.298,7.9602,4.384,8.0387,4.3228,7.994345002514,10,,,,,,,
6200,4.298,7.9612,4.371,8.0395,4.33225,7.997542780292,8,,,,,,,
6205,4.298,7.9626,4.387,8.0397,4.3436,7.998351113625,10,,,,,,,
6210,4.298,7.9637,4.371,8.0392,4.32882352941,7.997591113625,17,,,,,,,
6215,4.3,7.9641,4.375,8.0411,4.33833333333,7.999248760684,12,,,,,,,
6220,4.303,7.9655,4.374,8.0411,4.33911111111,7.999529713065,9,,,,,,,
6225,4.301,7.9659,4.381,8.0424,4.34241666667,7.999018601954,12,,,,,,,
6230,4.297,7.9683,4.388,8.0429,4.33661538462,7.999648363858,13,,,,,,,
6235,4.299,7.9689,4.384,8.0439,4.3255,8.001126825396,8,,,,,,,
6240,4.31,7.9693,4.372,8.0426,4.334,8.001776825396,10,,,,,,,
6245,4.308,7.9699,4.392,8.0441,4.35477777778,8.003206825396,9,,,,,,,
6250,4.312,7.9697,4.373,8.0428,4.34033333333,8.002335297618,6,,,,,,,
6255,4.309,7.9691,4.382,8.0433,4.336,8.002593630952,5,,,,,,,
6260,4.302,7.9693,4.39,8.0445,4.3454,8.003235297619,10,,,,,,,
6265,4.314,7.9695,4.375,8.0445,4.34114285714,8.003449143773,14,,,,,,,
6270,4.307,7.9695,4.387,8.0456,4.334,8.003079302503,8,,,,,,,
6275,4.325,7.9691,4.386,8.0446,4.34871428571,8.002862635836,7,,,,,,,
6280,4.303,7.969,4.398,8.0442,4.3514,8.00314575272,10,,,,,,,
6285,4.303,7.97,4.371,8.0436,4.332,8.003258693896,13,,,,,,,
6290,4.316,7.9698,4.387,8.0458,4.3483,8.005445360563,10,,,,,,,
6295,4.306,7.9687,4.379,8.0444,4.3460625,8.003515360563,16,,,,,,,
6300,4.306,7.9693,4.378,8.0397,4.34291666667,8.001109110563,12,,,,,,,
6305,4.311,7.9707,4.394,8.0409,4.34241666667,8.001337443896,12,,,,,,,
6310,4.304,7.97,4.39,8.0396,4.34753846154,8.001457315691,13,,,,,,,
6315,4.314,7.9699,4.386,8.0388,4.33744444444,8.000132040966,9,,,,,,,
6320,4.303,7.971,4.377,8.0388,4.33183333333,8.001242141977,12,,,,,,,
6325,4.324,7.9733,4.382,8.0384,4.35154545455,8.002642141977,11,,,,,,,
6330,4.313,7.9713,4.392,8.0375,4.35252941176,8.000587596522,17,,,,,,,
6335,4.301,7.9708,4.393,8.036,4.35386666667,7.999612433124,15,,,,,,,
6340,4.305,7.971,4.373,8.0357,4.329,7.998147988679,10,,,,,,,
6345,4.312,7.9711,4.332,8.0367,4.322,7.998966170497,4,,,,,,,
6350,4.32,7.9703,4.39,8.0425,4.3452,8.002027708959,10,,,,,,,
6355,4.304,7.9694,4.381,8.038,4.34361538462,8.000121994673,13,,,,,,,
6360,4.303,7.9693,4.382,8.0375,4.33428571429,7.99887810327,7,,,,,,,
6365,4.325,7.9723,4.386,8.0375,4.34854545455,8.000420960412,11,,,,,,,
6370,4.326,7.9703,4.373,8.0335,4.34583333333,7.998833081624,6,,,,,,,
6375,4.304,7.9702,4.373,8.0354,4.331,7.999699748291,11,,,,,,,
6380,4.308,7.9703,4.377,8.0371,4.34277777778,8.001099748291,9,,,,,,,
6385,4.303,7.9697,4.39,8.0371,4.33922222222,7.999964827656,9,,,,,,,
6390,4.306,7.9701,4.383,8.0378,4.33718181818,7.999185462577,11,,,,,,,
6395,4.304,7.9728,4.39,8.039,4.35261538462,8.003047280759,13,,,,,,,
6400,4.311,7.9729,4.345,8.0383,4.32614285714,8.000885742297,7,,,,,,,
6405,4.303,7.9724,4.376,8.042,4.33117647059,8.001507820219,17,,,,,,,
6410,4.333,7.9727,4.382,8.0426,4.34971428571,8.002344718615,7,,,,,,,
6415,4.305,7.9717,4.346,8.0436,4.33266666667,8.001923290044,9,,,,,,,
6420,4.325,7.9716,4.392,8.0448,4.3545,8.001711168832,10,,,,,,,
6425,4.305,7.9718,4.39,8.0439,4.345,8.001911168832,13,,,,,,,
6430,4.302,7.973,4.377,8.0407,4.33142857143,8.001277835499,14,,,,,,,
6435,4.307,7.9732,4.397,8.0403,4.33142857143,8.001496516818,7,,,,,,,
6440,4.333,7.9731,4.395,8.039,4.3758,8.002103659675,5,,,,,,,
6445,4.305,7.9712,4.383,8.0381,4.331,7.998653659675,12,,,,,,,
6450,4.306,7.9719,4.382,8.0381,4.33236363636,7.998960802532,11,,,,,,,
6455,4.306,7.9719,4.382,8.0388,4.33954545455,8.000442620714,22,,,,,,,
6460,4.323,7.9716,4.392,8.0379,4.3455,8.000228075259,6,,,,,,,
6465,4.304,7.9709,4.358,8.0367,4.33054545455,8.000494741926,11,,,,,,,
6470,4.327,7.9711,4.383,8.0386,4.3565,8.001206863138,12,,,,,,,
6475,4.317,7.9688,4.358,8.0375,4.33866666667,7.999776863138,9,,,,,,,
6480,4.304,7.9677,4.373,8.0396,4.33361538462,7.999483529804,13,,,,,,,
6485,4.306,7.9679,4.384,8.0395,4.3375,8.000091222111,10,,,,,,,
6490,4.314,7.9697,4.386,8.0406,4.3413,8.001074555444,10,,,,,,,
